project_name,project_short,project_code,latitude,longitude,site_stage,site_type,site_subtype,site_commodities,tectonic_unit,resource_mt,resource_grade_gt,resource_oz,reserve_mt,reserve_grade_gt,reserve_oz,total_gold_oz,tenement_ids,tenement_types,tenement_holders,tenement_status,minedex_url
Windarra Gold Tailings,Windarra Tailings,J03296,-28.490946,122.247752,Proposed,Mine,Tailings storage facility,Au,Yilgarn Craton granites,10.95,0.52619361,185246.5,4.3595,0.72473219,101579.2,286825.7,L 38/122; M 261SA,MISCELLANEOUS LICENCE; MINING LEASE S.A.,POSEIDON NICKEL PTY LIMITED; POSEIDON NICKEL PTY LIMITED,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b1de711e-c05f-4b4a-a453-5092cf42b14a
Wycheproof,Wycheproof,J04959,-30.31788,121.300302,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.0766,2.87,7068.1,0.0,0.0,0.0,7068.1,M 24/942,MINING LEASE,GPM RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/70df076d-35aa-4009-87f0-1d3313324fcd
Xanadu,Xanadu,J01038,-23.443805,117.826501,Shut,Mine,Openpit,"Au, Ag",Ashburton Basin,1.498,1.56686248,75462.8,0.177,1.15988701,6600.5,82063.3,E 52/3692,EXPLORATION LICENCE,COOLABAH RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/68c1bb7b-01b1-4166-809a-58f9acc67ccc
Yalgoo,Yalgoo,J02172,-28.187447,116.755353,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,5.2381,1.44834539,243913.8,0.0,0.0,0.0,243913.8,E 59/2077,EXPLORATION LICENCE,YALGOO EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c97e6afc-dbee-46bc-b994-a03019fc8724
Yalgoo - Golden Grove North,Yalgoo,J05649,-28.285668,116.810355,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.15,2.7,13021.0,0.0,0.0,0.0,13021.0,E 59/1989,EXPLORATION LICENCE,EXPLORATION VENTURES AI PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/9259ffe8-610d-45fb-1222-88b8eadd8ad8
Yamarna - Gruyere JV,Gruyere,J04673,-27.984416,123.845224,Operating,Mine,Openpit,"Au, Ag",Yamarna Terrane,171.97,1.43131128,7913656.9,83.27,1.31828029,3529285.2,11442942.1,M 38/1267,MINING LEASE,GOLD ROAD (GRUYERE) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4fdb832d-40ba-4532-8125-b48248ed0d26
Yamarna / Gold Road,Yamarna,J01858,-28.337695,123.764018,Undeveloped,Deposit,Unspecified,"Au, Ag",Yamarna Terrane,5.2667,2.81908747,477350.7,1.46,4.10438356,192659.9,670010.6,E 38/2319,EXPLORATION LICENCE,GOLD ROAD (NORTH YAMARNA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6e9fd337-0eb3-4e8f-91f0-9d0d7c44bf13
Yarri - Hobbes,Yarri - Hobbes,J03453,-29.812807,122.235713,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,4.6,1.2,177471.9,0.0,0.0,0.0,177471.9,E 31/1117,EXPLORATION LICENCE,NORTHERN STAR (CAROSUE DAM) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6bdf7b9b-c2b0-4ca3-88ec-d9c1588c6f59
Yarri / Nelson,Yarri,J05367,-29.779486,122.364512,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,0.084,1.75,4726.2,0.0,0.0,0.0,4726.2,P 31/2085,PROSPECTING LICENCE,79 EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4c0de2d3-aa93-4869-9a43-d1a4c695ab42
Yerilla,Yerilla,J01279,-29.489506,121.92451,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,0.527,1.92,32531.4,0.0,0.0,0.0,32531.4,M 31/107,MINING LEASE,MURRIN MURRIN OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d13076d5-f30e-4491-a703-405391f8a41c
Yerilla / Wild Acre,Yerilla,J03111,-29.480257,121.823412,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.128,5.06140625,20829.2,0.0,0.0,0.0,20829.2,M 31/67; P 31/2158-S,MINING LEASE; PROSPECTING LICENCE,"GLOBAL GEM MINING PTY LTD; STEAD, ALEXANDER JOHN",LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/58bfc9f2-0661-4e1b-abfb-273396fd3ec5
Yilgangi,Golden Rainbow,J01866,-29.681717,122.155612,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.2258,1.4,10163.5,0.0,0.0,0.0,10163.5,M 31/427,MINING LEASE,CAZALY RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ecb3b6f0-01b1-4cd4-9b1c-c6e45c21c308
Yilgangi Queen,Yilgangi Queen,J00366,-29.712863,122.162433,Operating,Mine,Decline,Au,Eastern Goldfields Superterrane,0.1125,5.64,20399.6,0.0,0.0,0.0,20399.6,M 31/14,MINING LEASE,MELODYGOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1156ab9a-bdf6-4c14-869a-bff368b468ee
Youanmi Gold - OYG,Youanmi,J00367,-28.610085,118.839978,Shut,Mine,Decline,"Au, Ag",Youanmi Terrane,12.0,5.57083333,2149274.3,4.4,4.8,679022.8,2828297.1,M 57/51,MINING LEASE,ROX (MURCHISON) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ad11e807-f2d8-4e35-b9c0-987406451653
Yuinmery Copper-Gold,Yuinmery,J03475,-28.580726,118.89945,Undeveloped,Deposit,Unspecified,"Cu, Au, Ag",Youanmi Terrane,3.588,0.46064939,53139.0,0.0,0.0,0.0,53139.0,M 57/636,MINING LEASE,EMPIRE RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7d781685-0864-4d6d-b453-1c8888f7932b
Yundamindra / Nex,Yundamindra,J00371,-29.098935,122.015611,Undeveloped,Deposit,Unspecified,"Au, Ag",Yilgarn Craton granites,2.451,1.75181559,138045.5,0.0,0.0,0.0,138045.5,M 39/84,MINING LEASE,NEX METALS EXPLORATIONS LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/25da5803-6085-4ee2-9e32-748d9b6b94ae
Zelica Gold,Zelica,J01082,-29.216828,122.174916,Care and Maintenance,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.5708,1.66275403,30514.2,0.0,0.0,0.0,30514.2,M 39/1101,MINING LEASE,ATOZ GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6c5074f7-87d9-41cc-83f1-b774dde964d3
Zuleika,Zuleika,J05365,-30.469158,120.956277,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.288,1.36,12592.8,0.0,0.0,0.0,12592.8,P 16/2948,PROSPECTING LICENCE,ZULEIKA GOLD LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/57e5a843-535b-40df-bc8d-338cfa8d26f4
Zuleika North - Ora Banda / Evolution,Zuleika North - Ora Banda,J03563,-30.358837,121.054615,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,5.77,1.95053726,361843.3,0.0,0.0,0.0,361843.3,M 24/388,MINING LEASE,HAYES MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e8f56c3c-c898-41db-ac7c-d7cd7a774365
